chrom	start	end	num	list	R1	R2	R3	R4	R5
PfDd2_06	803183	803519	1	R2	0	1	0	0	0
PfDd2_06	804406	804695	1	R5	0	0	0	0	1
PfDd2_06	805548	805802	1	R2	0	1	0	0	0
PfDd2_06	810566	810832	1	R2	0	1	0	0	0
PfDd2_06	819416	819759	1	R2	0	1	0	0	0
PfDd2_06	820833	821245	1	R1	1	0	0	0	0
PfDd2_06	824231	824529	1	R5	0	0	0	0	1
PfDd2_06	834636	834890	1	R2	0	1	0	0	0
PfDd2_06	837853	838516	1	R1	1	0	0	0	0
PfDd2_06	853015	853776	1	R2	0	1	0	0	0
PfDd2_06	876616	877031	1	R2	0	1	0	0	0
PfDd2_06	888988	890303	1	R2	0	1	0	0	0
PfDd2_06	893985	894476	1	R2	0	1	0	0	0
PfDd2_06	905825	906144	1	R2	0	1	0	0	0
PfDd2_06	914457	915274	1	R1	1	0	0	0	0
PfDd2_06	927675	927945	1	R5	0	0	0	0	1
PfDd2_06	932156	932641	1	R2	0	1	0	0	0
PfDd2_06	932644	932916	1	R5	0	0	0	0	1
PfDd2_06	933736	934073	1	R2	0	1	0	0	0
PfDd2_06	944963	945234	1	R2	0	1	0	0	0
PfDd2_06	948951	949215	1	R2	0	1	0	0	0
PfDd2_06	949451	949777	1	R2	0	1	0	0	0
PfDd2_06	960639	961158	1	R1	1	0	0	0	0
PfDd2_06	961158	961703	2	R1,R2	1	1	0	0	0
PfDd2_06	961703	961757	1	R1	1	0	0	0	0
PfDd2_06	962823	963384	1	R1	1	0	0	0	0
PfDd2_06	970201	970650	1	R2	0	1	0	0	0
PfDd2_06	971304	971593	1	R2	0	1	0	0	0
PfDd2_06	1007949	1008326	1	R5	0	0	0	0	1
PfDd2_06	1008461	1008730	1	R2	0	1	0	0	0
PfDd2_06	1034845	1035210	1	R2	0	1	0	0	0
PfDd2_06	1037509	1037851	1	R2	0	1	0	0	0
PfDd2_06	1042846	1043291	1	R2	0	1	0	0	0
PfDd2_06	1044074	1044777	1	R1	1	0	0	0	0
PfDd2_06	1046833	1047213	1	R2	0	1	0	0	0
PfDd2_06	1060742	1061023	1	R2	0	1	0	0	0
PfDd2_06	1064719	1065022	1	R2	0	1	0	0	0
PfDd2_06	1066877	1067197	1	R1	1	0	0	0	0
PfDd2_06	1071745	1072100	1	R5	0	0	0	0	1
PfDd2_06	1076957	1077286	1	R2	0	1	0	0	0
PfDd2_06	1082699	1083243	1	R2	0	1	0	0	0
PfDd2_06	1092083	1092335	1	R2	0	1	0	0	0
PfDd2_06	1098658	1098946	1	R2	0	1	0	0	0
PfDd2_06	1099966	1100240	1	R2	0	1	0	0	0
PfDd2_06	1102343	1102595	1	R2	0	1	0	0	0
PfDd2_06	1105147	1105554	1	R2	0	1	0	0	0
PfDd2_06	1107447	1108111	1	R2	0	1	0	0	0
PfDd2_06	1112377	1112845	1	R2	0	1	0	0	0
PfDd2_06	1114033	1114408	1	R2	0	1	0	0	0
PfDd2_06	1122985	1123146	1	R1	1	0	0	0	0
PfDd2_06	1123146	1123169	2	R1,R3	1	0	1	0	0
PfDd2_06	1123169	1123177	3	R1,R2,R3	1	1	1	0	0
PfDd2_06	1123177	1123576	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_06	1123576	1123601	3	R1,R2,R4	1	1	0	1	0
PfDd2_06	1123601	1123611	2	R1,R4	1	0	0	1	0
PfDd2_06	1123611	1124168	1	R1	1	0	0	0	0
PfDd2_06	1131698	1131974	1	R2	0	1	0	0	0
PfDd2_06	1135719	1135989	1	R2	0	1	0	0	0
PfDd2_06	1136802	1137218	1	R2	0	1	0	0	0
PfDd2_06	1137972	1138898	1	R1	1	0	0	0	0
PfDd2_06	1165448	1165892	1	R2	0	1	0	0	0
PfDd2_06	1175372	1175923	1	R2	0	1	0	0	0
PfDd2_06	1179041	1179566	1	R2	0	1	0	0	0
PfDd2_06	1183061	1183374	1	R2	0	1	0	0	0
PfDd2_06	1188353	1188795	1	R1	1	0	0	0	0
PfDd2_06	1193932	1194189	1	R2	0	1	0	0	0
PfDd2_06	1194663	1195182	1	R2	0	1	0	0	0
PfDd2_06	1199247	1199504	1	R2	0	1	0	0	0
PfDd2_06	1202864	1203406	1	R2	0	1	0	0	0
PfDd2_06	1203883	1204362	1	R2	0	1	0	0	0
PfDd2_06	1205321	1205700	1	R5	0	0	0	0	1
PfDd2_06	1236112	1236680	1	R2	0	1	0	0	0
PfDd2_06	1242602	1243021	1	R1	1	0	0	0	0
PfDd2_06	1247703	1247963	1	R1	1	0	0	0	0
PfDd2_06	1262856	1263342	1	R1	1	0	0	0	0
PfDd2_06	1292169	1292800	1	R2	0	1	0	0	0
PfDd2_06	1298345	1298980	1	R2	0	1	0	0	0
PfDd2_06	1305022	1305290	1	R2	0	1	0	0	0
PfDd2_06	1312761	1313340	1	R2	0	1	0	0	0
PfDd2_06	1313638	1313895	1	R2	0	1	0	0	0
PfDd2_06	1323615	1323903	1	R2	0	1	0	0	0
PfDd2_06	1327385	1328108	1	R2	0	1	0	0	0
PfDd2_06	1331716	1332025	1	R2	0	1	0	0	0
PfDd2_06	1336762	1337216	1	R2	0	1	0	0	0
PfDd2_07	7582	7889	1	R1	1	0	0	0	0
PfDd2_07	8922	9240	1	R1	1	0	0	0	0
PfDd2_07	10153	10429	1	R2	0	1	0	0	0
PfDd2_07	10669	11492	1	R2	0	1	0	0	0
PfDd2_07	16463	16785	1	R2	0	1	0	0	0
PfDd2_07	25466	25725	1	R2	0	1	0	0	0
PfDd2_07	26439	26859	1	R2	0	1	0	0	0
PfDd2_07	28325	28880	1	R2	0	1	0	0	0
PfDd2_07	30104	30608	1	R2	0	1	0	0	0
PfDd2_07	31318	31723	1	R2	0	1	0	0	0
PfDd2_07	33453	34017	1	R2	0	1	0	0	0
PfDd2_07	46056	46698	1	R2	0	1	0	0	0
PfDd2_07	61468	61788	1	R2	0	1	0	0	0
PfDd2_07	65426	65860	1	R2	0	1	0	0	0
PfDd2_07	73956	74231	1	R5	0	0	0	0	1
PfDd2_07	76630	77055	1	R1	1	0	0	0	0
PfDd2_07	81160	81562	1	R2	0	1	0	0	0
PfDd2_07	86081	86464	1	R2	0	1	0	0	0
PfDd2_07	87448	87770	1	R4	0	0	0	1	0
PfDd2_07	88093	88360	1	R1	1	0	0	0	0
PfDd2_07	92678	92934	1	R2	0	1	0	0	0
PfDd2_07	93065	93658	1	R2	0	1	0	0	0
PfDd2_07	105702	105967	1	R2	0	1	0	0	0
PfDd2_07	116886	117275	1	R2	0	1	0	0	0
PfDd2_07	117916	118205	1	R2	0	1	0	0	0
PfDd2_07	119255	119788	1	R1	1	0	0	0	0
PfDd2_07	129387	129868	1	R5	0	0	0	0	1
PfDd2_07	131788	132328	1	R2	0	1	0	0	0
PfDd2_07	135799	136485	1	R2	0	1	0	0	0
PfDd2_07	139336	139918	1	R2	0	1	0	0	0
PfDd2_07	140384	140674	1	R2	0	1	0	0	0
PfDd2_07	147500	147815	1	R2	0	1	0	0	0
PfDd2_07	156965	157264	1	R2	0	1	0	0	0
PfDd2_07	158860	159252	1	R2	0	1	0	0	0
PfDd2_07	160298	160697	1	R2	0	1	0	0	0
PfDd2_07	164298	164548	1	R2	0	1	0	0	0
PfDd2_07	171833	172343	1	R1	1	0	0	0	0
PfDd2_07	174952	175504	1	R2	0	1	0	0	0
PfDd2_07	175988	176242	1	R2	0	1	0	0	0
PfDd2_07	190652	190833	1	R1	1	0	0	0	0
PfDd2_07	190833	190846	2	R1,R2	1	1	0	0	0
PfDd2_07	190846	191396	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	191396	191521	2	R1,R2	1	1	0	0	0
PfDd2_07	191521	191553	3	R1,R2,R4	1	1	0	1	0
PfDd2_07	191553	191957	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_07	191957	192000	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	192000	192039	2	R1,R2	1	1	0	0	0
PfDd2_07	192039	192355	1	R1	1	0	0	0	0
PfDd2_07	194591	194923	1	R2	0	1	0	0	0
PfDd2_07	201492	201744	1	R2	0	1	0	0	0
PfDd2_07	202751	203196	1	R2	0	1	0	0	0
PfDd2_07	206924	207248	1	R1	1	0	0	0	0
PfDd2_07	215996	216415	1	R2	0	1	0	0	0
PfDd2_07	218195	218459	1	R1	1	0	0	0	0
PfDd2_07	233336	233607	1	R2	0	1	0	0	0
PfDd2_07	240439	241430	1	R2	0	1	0	0	0
PfDd2_07	248032	248916	1	R2	0	1	0	0	0
PfDd2_07	251258	251703	1	R2	0	1	0	0	0
PfDd2_07	265537	265810	1	R2	0	1	0	0	0
PfDd2_07	280125	280450	1	R1	1	0	0	0	0
PfDd2_07	285326	285714	1	R2	0	1	0	0	0
PfDd2_07	286620	286669	1	R5	0	0	0	0	1
PfDd2_07	286669	286922	2	R2,R5	0	1	0	0	1
PfDd2_07	286922	287167	1	R5	0	0	0	0	1
PfDd2_07	288813	289113	1	R5	0	0	0	0	1
PfDd2_07	289547	289997	1	R2	0	1	0	0	0
PfDd2_07	299116	299372	1	R2	0	1	0	0	0
PfDd2_07	299973	300389	1	R2	0	1	0	0	0
PfDd2_07	301146	301411	1	R1	1	0	0	0	0
PfDd2_07	312177	312456	1	R1	1	0	0	0	0
PfDd2_07	312456	312520	2	R1,R3	1	0	1	0	0
PfDd2_07	312520	313068	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	313068	313446	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_07	313446	313598	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	313598	313625	2	R1,R2	1	1	0	0	0
PfDd2_07	313625	313945	1	R1	1	0	0	0	0
PfDd2_07	319157	319575	1	R2	0	1	0	0	0
PfDd2_07	325233	325499	1	R5	0	0	0	0	1
PfDd2_07	355441	355697	1	R4	0	0	0	1	0
PfDd2_07	358860	359561	1	R2	0	1	0	0	0
PfDd2_07	359603	360452	1	R4	0	0	0	1	0
PfDd2_07	360645	360970	1	R2	0	1	0	0	0
PfDd2_07	361689	361988	1	R2	0	1	0	0	0
PfDd2_07	366457	367020	1	R2	0	1	0	0	0
PfDd2_07	370728	371305	1	R2	0	1	0	0	0
PfDd2_07	385063	385821	1	R2	0	1	0	0	0
PfDd2_07	390824	391074	1	R2	0	1	0	0	0
PfDd2_07	392943	393455	1	R2	0	1	0	0	0
PfDd2_07	393803	394173	1	R2	0	1	0	0	0
PfDd2_07	395626	396117	1	R2	0	1	0	0	0
PfDd2_07	407100	407350	1	R2	0	1	0	0	0
PfDd2_07	407646	408013	1	R2	0	1	0	0	0
PfDd2_07	408278	408607	1	R2	0	1	0	0	0
PfDd2_07	413581	413838	1	R2	0	1	0	0	0
PfDd2_07	415735	416313	1	R2	0	1	0	0	0
PfDd2_07	416408	416935	1	R2	0	1	0	0	0
PfDd2_07	418409	418787	1	R2	0	1	0	0	0
PfDd2_07	419065	419666	1	R2	0	1	0	0	0
PfDd2_07	420100	420376	1	R2	0	1	0	0	0
PfDd2_07	422929	423198	1	R2	0	1	0	0	0
PfDd2_07	440219	440486	1	R2	0	1	0	0	0
PfDd2_07	442149	443452	1	R2	0	1	0	0	0
PfDd2_07	444028	444576	1	R2	0	1	0	0	0
PfDd2_07	458433	458737	1	R2	0	1	0	0	0
PfDd2_07	460428	460886	1	R2	0	1	0	0	0
PfDd2_07	462798	463265	1	R2	0	1	0	0	0
PfDd2_07	463639	464107	1	R2	0	1	0	0	0
PfDd2_07	464208	464938	1	R2	0	1	0	0	0
PfDd2_07	465473	465747	1	R2	0	1	0	0	0
PfDd2_07	467668	467936	1	R5	0	0	0	0	1
PfDd2_07	476238	476658	1	R2	0	1	0	0	0
PfDd2_07	480444	480715	1	R2	0	1	0	0	0
PfDd2_07	481377	481795	1	R2	0	1	0	0	0
PfDd2_07	481987	482494	1	R2	0	1	0	0	0
PfDd2_07	496694	497025	1	R2	0	1	0	0	0
PfDd2_07	497482	497860	1	R2	0	1	0	0	0
PfDd2_07	502973	503246	1	R2	0	1	0	0	0
PfDd2_07	505063	505588	1	R2	0	1	0	0	0
PfDd2_07	505965	506239	1	R2	0	1	0	0	0
PfDd2_07	506332	506878	1	R2	0	1	0	0	0
PfDd2_07	510152	510571	1	R2	0	1	0	0	0
PfDd2_07	514638	515050	1	R2	0	1	0	0	0
PfDd2_07	520649	521379	1	R2	0	1	0	0	0
PfDd2_07	522294	522745	1	R2	0	1	0	0	0
PfDd2_07	524189	524446	1	R2	0	1	0	0	0
PfDd2_07	530824	531342	1	R2	0	1	0	0	0
PfDd2_07	531728	531990	1	R2	0	1	0	0	0
PfDd2_07	532252	532582	1	R2	0	1	0	0	0
PfDd2_07	534839	535190	1	R2	0	1	0	0	0
PfDd2_07	535321	535859	1	R2	0	1	0	0	0
PfDd2_07	537523	537990	1	R2	0	1	0	0	0
PfDd2_07	538295	538670	1	R2	0	1	0	0	0
PfDd2_07	543546	543821	1	R2	0	1	0	0	0
PfDd2_07	545679	546155	1	R2	0	1	0	0	0
PfDd2_07	546317	546574	1	R2	0	1	0	0	0
PfDd2_07	546908	547353	1	R2	0	1	0	0	0
PfDd2_07	553774	554103	1	R2	0	1	0	0	0
PfDd2_07	557531	558284	1	R2	0	1	0	0	0
PfDd2_07	563066	563454	1	R2	0	1	0	0	0
PfDd2_07	566376	566850	1	R2	0	1	0	0	0
PfDd2_07	570378	570649	1	R2	0	1	0	0	0
PfDd2_07	580709	581061	1	R2	0	1	0	0	0
PfDd2_07	586239	586626	1	R1	1	0	0	0	0
PfDd2_07	587583	587876	1	R5	0	0	0	0	1
PfDd2_07	590155	590472	1	R5	0	0	0	0	1
PfDd2_07	600942	601194	1	R1	1	0	0	0	0
PfDd2_07	601194	601540	2	R1,R4	1	0	0	1	0
PfDd2_07	601540	601559	1	R4	0	0	0	1	0
PfDd2_07	602075	602681	1	R1	1	0	0	0	0
PfDd2_07	604717	604801	1	R1	1	0	0	0	0
PfDd2_07	604801	604806	2	R1,R2	1	1	0	0	0
PfDd2_07	604806	604826	3	R1,R2,R4	1	1	0	1	0
PfDd2_07	604826	605603	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_07	605603	605618	3	R1,R3,R4	1	0	1	1	0
PfDd2_07	605618	605712	2	R1,R4	1	0	0	1	0
PfDd2_07	605712	605772	1	R1	1	0	0	0	0
PfDd2_07	608352	608718	1	R2	0	1	0	0	0
PfDd2_07	612980	613304	1	R2	0	1	0	0	0
PfDd2_07	614477	614757	1	R5	0	0	0	0	1
PfDd2_07	618687	618960	1	R5	0	0	0	0	1
PfDd2_07	619506	620075	1	R2	0	1	0	0	0
PfDd2_07	626392	626658	1	R2	0	1	0	0	0
PfDd2_07	631238	631276	1	R1	1	0	0	0	0
PfDd2_07	631276	631306	2	R1,R3	1	0	1	0	0
PfDd2_07	631306	631338	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	631338	631627	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_07	631627	631637	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	631637	631646	2	R1,R3	1	0	1	0	0
PfDd2_07	631646	631795	1	R1	1	0	0	0	0
PfDd2_07	634598	634865	1	R2	0	1	0	0	0
PfDd2_07	638801	639125	1	R2	0	1	0	0	0
PfDd2_07	640613	640885	1	R2	0	1	0	0	0
PfDd2_07	641396	641646	1	R2	0	1	0	0	0
PfDd2_07	646938	647245	1	R2	0	1	0	0	0
PfDd2_07	656556	656954	1	R2	0	1	0	0	0
PfDd2_07	657187	657443	1	R5	0	0	0	0	1
PfDd2_07	659789	660474	1	R2	0	1	0	0	0
PfDd2_07	660838	661236	1	R2	0	1	0	0	0
PfDd2_07	666355	666612	1	R2	0	1	0	0	0
PfDd2_07	669263	669548	1	R2	0	1	0	0	0
PfDd2_07	689665	690145	1	R2	0	1	0	0	0
PfDd2_07	702843	703133	1	R2	0	1	0	0	0
PfDd2_07	712646	713155	1	R2	0	1	0	0	0
PfDd2_07	714947	715364	1	R1	1	0	0	0	0
PfDd2_07	723675	723817	1	R1	1	0	0	0	0
PfDd2_07	723817	724131	2	R1,R4	1	0	0	1	0
PfDd2_07	724131	724189	1	R1	1	0	0	0	0
PfDd2_07	731353	731840	1	R2	0	1	0	0	0
PfDd2_07	738522	738871	1	R2	0	1	0	0	0
PfDd2_07	739384	739948	1	R2	0	1	0	0	0
PfDd2_07	740761	741162	1	R2	0	1	0	0	0
PfDd2_07	746404	746796	1	R2	0	1	0	0	0
PfDd2_07	763303	763607	1	R5	0	0	0	0	1
PfDd2_07	781045	781564	1	R1	1	0	0	0	0
PfDd2_07	793826	794105	1	R2	0	1	0	0	0
PfDd2_07	804261	804522	1	R2	0	1	0	0	0
PfDd2_07	804780	805112	1	R2	0	1	0	0	0
PfDd2_07	809280	809777	1	R2	0	1	0	0	0
PfDd2_07	815024	815279	1	R2	0	1	0	0	0
PfDd2_07	818878	819153	1	R2	0	1	0	0	0
PfDd2_07	831391	831941	1	R2	0	1	0	0	0
PfDd2_07	832282	832809	1	R2	0	1	0	0	0
PfDd2_07	833404	833678	1	R2	0	1	0	0	0
PfDd2_07	843801	844261	1	R2	0	1	0	0	0
PfDd2_07	855550	855851	1	R5	0	0	0	0	1
PfDd2_07	865996	866409	1	R2	0	1	0	0	0
PfDd2_07	895044	895984	1	R2	0	1	0	0	0
PfDd2_07	896148	896427	1	R2	0	1	0	0	0
PfDd2_07	904465	904544	1	R2	0	1	0	0	0
PfDd2_07	904544	904823	2	R1,R2	1	1	0	0	0
PfDd2_07	904823	905149	1	R1	1	0	0	0	0
PfDd2_07	905149	905157	2	R1,R2	1	1	0	0	0
PfDd2_07	905157	905171	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	905171	905622	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_07	905622	905649	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	905649	905701	2	R1,R3	1	0	1	0	0
PfDd2_07	905701	905975	1	R1	1	0	0	0	0
PfDd2_07	909815	910135	1	R2	0	1	0	0	0
PfDd2_07	910469	910773	1	R2	0	1	0	0	0
PfDd2_07	916750	917043	1	R2	0	1	0	0	0
PfDd2_07	928721	929233	1	R2	0	1	0	0	0
PfDd2_07	941470	941723	1	R2	0	1	0	0	0
PfDd2_07	944247	944519	1	R2	0	1	0	0	0
PfDd2_07	948111	948391	1	R2	0	1	0	0	0
PfDd2_07	949400	949734	1	R2	0	1	0	0	0
PfDd2_07	950957	951354	1	R1	1	0	0	0	0
PfDd2_07	959553	960635	1	R1	1	0	0	0	0
PfDd2_07	961430	962055	1	R2	0	1	0	0	0
PfDd2_07	967947	968240	1	R5	0	0	0	0	1
PfDd2_07	997085	997387	1	R2	0	1	0	0	0
PfDd2_07	1001380	1001966	1	R2	0	1	0	0	0
PfDd2_07	1007253	1007697	1	R2	0	1	0	0	0
PfDd2_07	1012481	1012909	1	R2	0	1	0	0	0
PfDd2_07	1014876	1015175	1	R2	0	1	0	0	0
PfDd2_07	1016094	1016363	1	R2	0	1	0	0	0
PfDd2_07	1036229	1036784	1	R1	1	0	0	0	0
PfDd2_07	1036784	1036802	2	R1,R2	1	1	0	0	0
PfDd2_07	1036802	1037321	3	R1,R2,R3	1	1	1	0	0
PfDd2_07	1037321	1037364	2	R1,R2	1	1	0	0	0
PfDd2_07	1037364	1037551	1	R1	1	0	0	0	0
PfDd2_07	1041020	1041093	1	R1	1	0	0	0	0
PfDd2_07	1041093	1041365	2	R1,R4	1	0	0	1	0
PfDd2_07	1041365	1042259	1	R1	1	0	0	0	0
PfDd2_07	1049831	1050124	1	R1	1	0	0	0	0
PfDd2_07	1051236	1051499	1	R2	0	1	0	0	0
PfDd2_07	1052144	1052409	1	R1	1	0	0	0	0
PfDd2_07	1052409	1052575	2	R1,R2	1	1	0	0	0
PfDd2_07	1052575	1052841	1	R2	0	1	0	0	0
PfDd2_07	1053399	1053686	1	R2	0	1	0	0	0
PfDd2_07	1054191	1054513	1	R2	0	1	0	0	0
PfDd2_07	1060970	1061346	1	R2	0	1	0	0	0
PfDd2_07	1063889	1064611	1	R2	0	1	0	0	0
PfDd2_07	1066257	1066563	1	R2	0	1	0	0	0
PfDd2_07	1070726	1070993	1	R2	0	1	0	0	0
PfDd2_07	1074494	1075347	1	R2	0	1	0	0	0
PfDd2_07	1086831	1087083	1	R2	0	1	0	0	0
PfDd2_07	1087583	1087962	1	R2	0	1	0	0	0
PfDd2_07	1091018	1091300	1	R2	0	1	0	0	0
PfDd2_07	1092180	1092504	1	R2	0	1	0	0	0
PfDd2_07	1100016	1100403	1	R2	0	1	0	0	0
PfDd2_07	1102690	1102968	1	R1	1	0	0	0	0
PfDd2_07	1105222	1105809	1	R2	0	1	0	0	0
PfDd2_07	1107978	1108772	1	R2	0	1	0	0	0
PfDd2_07	1109286	1109554	1	R2	0	1	0	0	0
PfDd2_07	1111619	1112231	1	R2	0	1	0	0	0
PfDd2_07	1116021	1116287	1	R2	0	1	0	0	0
PfDd2_07	1123698	1124176	1	R2	0	1	0	0	0
PfDd2_07	1127431	1128004	1	R2	0	1	0	0	0
PfDd2_07	1136696	1137078	1	R2	0	1	0	0	0
PfDd2_07	1139042	1139330	1	R2	0	1	0	0	0
PfDd2_07	1140720	1140750	1	R1	1	0	0	0	0
PfDd2_07	1140750	1141013	2	R1,R4	1	0	0	1	0
PfDd2_07	1141013	1141065	1	R1	1	0	0	0	0
PfDd2_07	1145622	1145911	1	R5	0	0	0	0	1
PfDd2_07	1146503	1146777	1	R5	0	0	0	0	1
PfDd2_07	1154881	1155274	1	R2	0	1	0	0	0
PfDd2_07	1158166	1158714	1	R2	0	1	0	0	0
PfDd2_07	1159359	1159684	1	R5	0	0	0	0	1
PfDd2_07	1160163	1160518	1	R2	0	1	0	0	0
PfDd2_07	1161013	1161264	1	R5	0	0	0	0	1
PfDd2_07	1175130	1175394	1	R1	1	0	0	0	0
PfDd2_07	1179976	1180282	1	R2	0	1	0	0	0
PfDd2_07	1180376	1180689	1	R2	0	1	0	0	0
PfDd2_07	1185988	1186421	1	R2	0	1	0	0	0
PfDd2_07	1191881	1192175	1	R2	0	1	0	0	0
PfDd2_07	1200273	1200526	1	R2	0	1	0	0	0
PfDd2_07	1201684	1201961	1	R5	0	0	0	0	1
PfDd2_07	1215066	1215480	1	R2	0	1	0	0	0
PfDd2_07	1224049	1224660	1	R2	0	1	0	0	0
PfDd2_07	1226330	1226713	1	R2	0	1	0	0	0
PfDd2_07	1228104	1228597	1	R2	0	1	0	0	0
PfDd2_07	1229838	1230152	1	R2	0	1	0	0	0
PfDd2_07	1231316	1231586	1	R5	0	0	0	0	1
PfDd2_07	1233206	1233802	1	R2	0	1	0	0	0
PfDd2_07	1241497	1242083	1	R2	0	1	0	0	0
PfDd2_07	1253444	1253712	1	R2	0	1	0	0	0
PfDd2_07	1255536	1255981	1	R2	0	1	0	0	0
PfDd2_07	1256100	1256497	1	R2	0	1	0	0	0
PfDd2_07	1258342	1258789	1	R2	0	1	0	0	0
PfDd2_07	1266162	1266529	1	R2	0	1	0	0	0
PfDd2_07	1269518	1270164	1	R2	0	1	0	0	0
PfDd2_07	1276151	1276424	1	R1	1	0	0	0	0
PfDd2_07	1277007	1277320	1	R1	1	0	0	0	0
PfDd2_07	1279746	1280152	1	R2	0	1	0	0	0
PfDd2_07	1284626	1285042	1	R2	0	1	0	0	0
PfDd2_07	1306340	1306784	1	R1	1	0	0	0	0
PfDd2_07	1316545	1317393	1	R2	0	1	0	0	0
PfDd2_07	1319139	1319414	1	R2	0	1	0	0	0
PfDd2_07	1326250	1326651	1	R2	0	1	0	0	0
PfDd2_07	1327223	1327927	1	R2	0	1	0	0	0
PfDd2_07	1330197	1330530	1	R2	0	1	0	0	0
PfDd2_07	1336926	1337818	1	R2	0	1	0	0	0
PfDd2_07	1347562	1347830	1	R2	0	1	0	0	0
PfDd2_07	1362932	1363402	1	R2	0	1	0	0	0
PfDd2_07	1363563	1363964	1	R2	0	1	0	0	0
PfDd2_07	1366376	1366905	1	R2	0	1	0	0	0
PfDd2_07	1367865	1368195	1	R2	0	1	0	0	0
PfDd2_07	1377695	1378396	1	R2	0	1	0	0	0
PfDd2_07	1378780	1379341	1	R2	0	1	0	0	0
PfDd2_07	1381074	1381441	1	R2	0	1	0	0	0
PfDd2_08	8373	8758	1	R1	1	0	0	0	0
PfDd2_08	9771	10073	1	R1	1	0	0	0	0
PfDd2_08	27284	27543	1	R2	0	1	0	0	0
PfDd2_08	30495	30785	1	R1	1	0	0	0	0
PfDd2_08	35847	36187	1	R2	0	1	0	0	0
PfDd2_08	38215	38698	1	R2	0	1	0	0	0
PfDd2_08	44701	45235	1	R2	0	1	0	0	0
PfDd2_08	75451	75724	1	R1	1	0	0	0	0
PfDd2_08	82367	82640	1	R2	0	1	0	0	0
PfDd2_08	83651	84101	1	R2	0	1	0	0	0
PfDd2_08	90107	90553	1	R2	0	1	0	0	0
PfDd2_08	91484	91750	1	R1	1	0	0	0	0
PfDd2_08	92113	92613	1	R1	1	0	0	0	0
PfDd2_08	93149	93417	1	R1	1	0	0	0	0
PfDd2_08	94432	95179	1	R1	1	0	0	0	0
PfDd2_08	95322	95489	1	R2	0	1	0	0	0
PfDd2_08	95489	96189	2	R1,R2	1	1	0	0	0
PfDd2_08	96189	96201	1	R2	0	1	0	0	0
PfDd2_08	103939	104249	1	R2	0	1	0	0	0
PfDd2_08	111766	112031	1	R2	0	1	0	0	0
PfDd2_08	117023	117331	1	R2	0	1	0	0	0
PfDd2_08	121333	121547	1	R1	1	0	0	0	0
PfDd2_08	121547	121596	2	R1,R2	1	1	0	0	0
PfDd2_08	121596	121639	3	R1,R2,R4	1	1	0	1	0
PfDd2_08	121639	121973	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_08	121973	121984	3	R1,R2,R4	1	1	0	1	0
PfDd2_08	121984	122098	2	R1,R4	1	0	0	1	0
PfDd2_08	122098	122175	1	R1	1	0	0	0	0
PfDd2_08	126405	126912	1	R2	0	1	0	0	0
PfDd2_08	131919	132296	1	R2	0	1	0	0	0
PfDd2_08	136255	136602	1	R2	0	1	0	0	0
PfDd2_08	137075	137485	1	R2	0	1	0	0	0
PfDd2_08	140060	140345	1	R1	1	0	0	0	0
PfDd2_08	145472	147095	1	R2	0	1	0	0	0
PfDd2_08	149295	149787	1	R2	0	1	0	0	0
PfDd2_08	151728	151993	1	R2	0	1	0	0	0
PfDd2_08	159163	159444	1	R1	1	0	0	0	0
PfDd2_08	160065	160328	1	R1	1	0	0	0	0
PfDd2_08	160635	160966	1	R1	1	0	0	0	0
PfDd2_08	161198	161487	1	R1	1	0	0	0	0
PfDd2_08	166754	167252	1	R2	0	1	0	0	0
PfDd2_08	175253	175579	1	R2	0	1	0	0	0
PfDd2_08	177227	177505	1	R1	1	0	0	0	0
PfDd2_08	181811	182410	1	R2	0	1	0	0	0
PfDd2_08	188021	188908	1	R1	1	0	0	0	0
PfDd2_08	190219	190477	1	R2	0	1	0	0	0
PfDd2_08	190848	191296	1	R2	0	1	0	0	0
PfDd2_08	197147	197397	1	R5	0	0	0	0	1
PfDd2_08	198518	199077	1	R2	0	1	0	0	0
PfDd2_08	204252	204759	1	R1	1	0	0	0	0
PfDd2_08	211168	211805	1	R2	0	1	0	0	0
PfDd2_08	211937	212429	1	R2	0	1	0	0	0
PfDd2_08	216741	217097	1	R2	0	1	0	0	0
PfDd2_08	228058	228510	1	R2	0	1	0	0	0
PfDd2_08	237056	237324	1	R2	0	1	0	0	0
PfDd2_08	239232	239521	1	R2	0	1	0	0	0
PfDd2_08	240555	240880	1	R2	0	1	0	0	0
PfDd2_08	243671	244050	1	R2	0	1	0	0	0
PfDd2_08	246758	247068	1	R2	0	1	0	0	0
