seqid,source,type,start,stop,score,strand,phase,name,length,overlap_id,overlap_ortho_id,overlap_name,overlap_strand,left_hand_id,left_hand_ortho,left_hand_name,left_hand_dist,left_hand_strand,right_hand_id,right_hand_ortho,right_hand_name,right_hand_dist,right_hand_strand,num_replicates,replicates
PfDd2_12,annotation,intersect_peaks,902594,902847,.,.,.,ipeak_3177,254,.,.,.,,PfDd2_120027400,PF3D7_1223000,.,482,-,PfDd2_120027500,PF3D7_1223100,PKAr,-820,-,1,R1
PfDd2_12,annotation,intersect_peaks,893176,893257,.,.,.,ipeak_3170,82,.,.,.,,PfDd2_120027000,PF3D7_1222600,AP2-G,2922,+,PfDd2_120027100,PF3D7_1222700,GAP45,-1351,+,2,R1-R4
PfDd2_12,annotation,intersect_peaks,893258,893275,.,.,.,ipeak_3171,18,.,.,.,,PfDd2_120027000,PF3D7_1222600,AP2-G,3004,+,PfDd2_120027100,PF3D7_1222700,GAP45,-1333,+,3,R1-R2-R4
PfDd2_12,annotation,intersect_peaks,893276,893628,.,.,.,ipeak_3172,353,.,.,.,,PfDd2_120027000,PF3D7_1222600,AP2-G,3022,+,PfDd2_120027100,PF3D7_1222700,GAP45,-980,+,4,R1-R2-R3-R4
PfDd2_12,annotation,intersect_peaks,893629,893629,.,.,.,ipeak_3173,1,.,.,.,,PfDd2_120027000,PF3D7_1222600,AP2-G,3375,+,PfDd2_120027100,PF3D7_1222700,GAP45,-979,+,3,R1-R2-R4
PfDd2_13,annotation,intersect_peaks,1830719,1830980,.,.,.,ipeak_3844,262,.,.,.,,PfDd2_130051100,PF3D7_1345300,.,3700,-,PfDd2_130051300,PF3D7_1345500,UBC,-3667,+,1,R2
PfDd2_13,annotation,intersect_peaks,715506,715839,.,.,.,ipeak_3594,334,PfDd2_130022800,PF3D7_1316900,.,-,PfDd2_130022700,PF3D7_1316800,SEC20,3082,-,PfDd2_130022900,PF3D7_1317000,USP39,-4999,+,1,R2
PfDd2_13,annotation,intersect_peaks,720160,720588,.,.,.,ipeak_3595,429,.,.,.,,PfDd2_130022800,PF3D7_1316900,.,3738,-,PfDd2_130022900,PF3D7_1317000,USP39,-250,+,1,R1
PfDd2_11,annotation,intersect_peaks,264706,265510,.,.,.,ipeak_2652,805,.,.,.,,PfDd2_110011300,.,.,556,+,PfDd2_110011400,PF3D7_1108100,.,-453,+,1,R1
PfDd2_11,annotation,intersect_peaks,267319,267669,.,.,.,ipeak_2653,351,PfDd2_110011400,PF3D7_1108100,.,+,PfDd2_110011300,.,.,3169,+,PfDd2_110011500,PF3D7_1108200,DTD,-3613,+,1,R2
PfDd2_11,annotation,intersect_peaks,254697,254964,.,.,.,ipeak_2650,268,PfDd2_110011200,PF3D7_1107900,.,-,PfDd2_110011100,PF3D7_1107800,ApiAP2,9200,-,PfDd2_110011300,.,.,-7503,+,1,R2
PfDd2_08,annotation,intersect_peaks,1136789,1137063,.,.,.,ipeak_1824,275,PfDd2_080031300,PF3D7_0826100,.,-,PfDd2_080031200,PF3D7_0826000,.,24253,+,PfDd2_080031400,PF3D7_0826200,.,-5130,-,1,R2
PfDd2_08,annotation,intersect_peaks,1142303,1142622,.,.,.,ipeak_1825,320,PfDd2_080031400,PF3D7_0826200,.,-,PfDd2_080031300,PF3D7_0826100,.,3432,-,PfDd2_080031500,PF3D7_0826300,.,-3197,+,1,R2
PfDd2_08,annotation,intersect_peaks,1149797,1150190,.,.,.,ipeak_1826,394,.,.,.,,PfDd2_080031600,PF3D7_0826400,.,254,-,PfDd2_080031700,PF3D7_0826500,UBE4B,-1789,+,1,R1
PfDd2_08,annotation,intersect_peaks,1153628,1154105,.,.,.,ipeak_1827,478,PfDd2_080031700,PF3D7_0826500,UBE4B,+,PfDd2_080031600,PF3D7_0826400,.,4085,-,PfDd2_080031800,PF3D7_0826600,VAMP7,-2907,-,1,R2
PfDd2_08,annotation,intersect_peaks,1128989,1129441,.,.,.,ipeak_1820,453,PfDd2_080031300,PF3D7_0826100,.,-,PfDd2_080031200,PF3D7_0826000,.,16453,+,PfDd2_080031400,PF3D7_0826200,.,-12752,-,1,R5
PfDd2_08,annotation,intersect_peaks,1132039,1132346,.,.,.,ipeak_1821,308,PfDd2_080031300,PF3D7_0826100,.,-,PfDd2_080031200,PF3D7_0826000,.,19503,+,PfDd2_080031400,PF3D7_0826200,.,-9847,-,1,R2
PfDd2_08,annotation,intersect_peaks,1133049,1133560,.,.,.,ipeak_1822,512,PfDd2_080031300,PF3D7_0826100,.,-,PfDd2_080031200,PF3D7_0826000,.,20513,+,PfDd2_080031400,PF3D7_0826200,.,-8633,-,1,R2
PfDd2_08,annotation,intersect_peaks,1133973,1134502,.,.,.,ipeak_1823,530,PfDd2_080031300,PF3D7_0826100,.,-,PfDd2_080031200,PF3D7_0826000,.,21437,+,PfDd2_080031400,PF3D7_0826200,.,-7691,-,1,R2
PfDd2_11,annotation,intersect_peaks,281165,281288,.,.,.,ipeak_2656,124,.,.,.,,PfDd2_110011900,PF3D7_1108600,ERC,593,-,PfDd2_110012000,PF3D7_1108700,.,-1858,-,2,R1-R3
PfDd2_08,annotation,intersect_peaks,1155147,1155488,.,.,.,ipeak_1828,342,PfDd2_080031700,PF3D7_0826500,UBE4B,+,PfDd2_080031600,PF3D7_0826400,.,5604,-,PfDd2_080031800,PF3D7_0826600,VAMP7,-1524,-,1,R2
PfDd2_08,annotation,intersect_peaks,1160028,1160371,.,.,.,ipeak_1829,344,PfDd2_080031900,PF3D7_0826700,RACK,-,PfDd2_080031800,PF3D7_0826600,VAMP7,2186,-,PfDd2_080032000,.,.,-3938,+,1,R2
PfDd2_11,annotation,intersect_peaks,281289,281601,.,.,.,ipeak_2657,313,.,.,.,,PfDd2_110011900,PF3D7_1108600,ERC,717,-,PfDd2_110012000,PF3D7_1108700,.,-1545,-,3,R1-R2-R3
PfDd2_14,annotation,intersect_peaks,1443633,1443984,.,.,.,ipeak_4350,352,PfDd2_140040500,.,.,+,PfDd2_140040400,PF3D7_1436000,GPI,3799,+,PfDd2_140040600,PF3D7_1436200,.,-3517,-,1,R5
PfDd2_11,annotation,intersect_peaks,279694,280336,.,.,.,ipeak_2654,643,PfDd2_110011900,PF3D7_1108600,ERC,-,PfDd2_110011800,PF3D7_1108500,.,997,+,PfDd2_110012000,PF3D7_1108700,.,-2810,-,1,R2
PfDd2_11,annotation,intersect_peaks,281000,281164,.,.,.,ipeak_2655,165,.,.,.,,PfDd2_110011900,PF3D7_1108600,ERC,428,-,PfDd2_110012000,PF3D7_1108700,.,-1982,-,1,R1
PfDd2_11,annotation,intersect_peaks,1032262,1032562,.,.,.,ipeak_2787,301,.,.,.,,PfDd2_110032000,.,.,849,-,PfDd2_110032100,PF3D7_1128900,.,-830,+,4,R1-R2-R3-R4
PfDd2_04,annotation,intersect_peaks,258530,258868,.,.,.,ipeak_551,339,PfDd2_040010800,PF3D7_0405400,PRPF8,+,PfDd2_040010700,PF3D7_0405300,LISP2,10756,-,PfDd2_040010900,PF3D7_0405500,.,-1878,-,1,R2
PfDd2_14,annotation,intersect_peaks,230837,230843,.,.,.,ipeak_4074,7,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1886,-,PfDd2_140011500,PF3D7_1406900,.,-1446,+,2,R1-R2
PfDd2_14,annotation,intersect_peaks,230844,231320,.,.,.,ipeak_4075,477,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1893,-,PfDd2_140011500,PF3D7_1406900,.,-969,+,1,R1
PfDd2_14,annotation,intersect_peaks,234868,235377,.,.,.,ipeak_4076,510,PfDd2_140011600,PF3D7_1407000,CCp3,+,PfDd2_140011500,PF3D7_1406900,.,808,+,PfDd2_140011700,PF3D7_1407100,NOP1,-4603,+,1,R2
PfDd2_14,annotation,intersect_peaks,235678,236743,.,.,.,ipeak_4077,1066,PfDd2_140011600,PF3D7_1407000,CCp3,+,PfDd2_140011500,PF3D7_1406900,.,1618,+,PfDd2_140011700,PF3D7_1407100,NOP1,-3237,+,1,R2
PfDd2_14,annotation,intersect_peaks,230396,230425,.,.,.,ipeak_4070,30,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1445,-,PfDd2_140011500,PF3D7_1406900,.,-1864,+,2,R1-R3
PfDd2_14,annotation,intersect_peaks,230426,230478,.,.,.,ipeak_4071,53,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1475,-,PfDd2_140011500,PF3D7_1406900,.,-1811,+,3,R1-R2-R3
PfDd2_14,annotation,intersect_peaks,230479,230746,.,.,.,ipeak_4072,268,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1528,-,PfDd2_140011500,PF3D7_1406900,.,-1543,+,4,R1-R2-R3-R4
PfDd2_14,annotation,intersect_peaks,230747,230836,.,.,.,ipeak_4073,90,.,.,.,,PfDd2_140011400,PF3D7_1406800,GAPM3,1796,-,PfDd2_140011500,PF3D7_1406900,.,-1453,+,3,R1-R2-R3
PfDd2_09,annotation,intersect_peaks,1115016,1115033,.,.,.,ipeak_2076,18,.,.,.,,PfDd2_090032500,PF3D7_0927500,.,424,-,PfDd2_090032600,PF3D7_0927600,.,-2069,+,3,R1-R2-R4
PfDd2_14,annotation,intersect_peaks,245776,246144,.,.,.,ipeak_4078,369,PfDd2_140011900,PF3D7_1407300,PRP38B,+,PfDd2_140011800,PF3D7_1407200,.,2365,-,PfDd2_140012000,PF3D7_1407400,.,-3231,-,1,R5
PfDd2_13,annotation,intersect_peaks,897133,897416,.,.,.,ipeak_3628,284,PfDd2_130027200,PF3D7_1321300,.,-,PfDd2_130027100,PF3D7_1321200,.,8720,+,PfDd2_130027300,PF3D7_1321400,DHHC8,-2431,+,1,R5
PfDd2_05,annotation,intersect_peaks,492430,493144,.,.,.,ipeak_844,715,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,4799,+,PfDd2_050016500,PF3D7_0511600,ARNP,-29075,-,1,R2
PfDd2_05,annotation,intersect_peaks,493496,493993,.,.,.,ipeak_845,498,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,5865,+,PfDd2_050016500,PF3D7_0511600,ARNP,-28226,-,1,R2
PfDd2_05,annotation,intersect_peaks,497539,498505,.,.,.,ipeak_846,967,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,9908,+,PfDd2_050016500,PF3D7_0511600,ARNP,-23714,-,1,R2
PfDd2_05,annotation,intersect_peaks,499869,500184,.,.,.,ipeak_847,316,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,12238,+,PfDd2_050016500,PF3D7_0511600,ARNP,-22035,-,1,R2
PfDd2_05,annotation,intersect_peaks,451127,451506,.,.,.,ipeak_840,380,PfDd2_050015500,PF3D7_0510500,TopoI,-,PfDd2_050015400,PF3D7_0510400,.,893,+,PfDd2_050015600,.,.,-4498,+,1,R2
PfDd2_05,annotation,intersect_peaks,452107,452688,.,.,.,ipeak_841,582,PfDd2_050015500,PF3D7_0510500,TopoI,-,PfDd2_050015400,PF3D7_0510400,.,1873,+,PfDd2_050015600,.,.,-3316,+,1,R2
PfDd2_05,annotation,intersect_peaks,470484,470884,.,.,.,ipeak_842,401,.,.,.,,PfDd2_050015800,.,.,1129,+,PfDd2_050015900,.,.,-1665,-,1,R1
PfDd2_05,annotation,intersect_peaks,472626,473013,.,.,.,ipeak_843,388,PfDd2_050015900,.,.,-,PfDd2_050015800,.,.,3271,+,PfDd2_050016000,.,.,-1252,+,1,R2
PfDd2_08,annotation,intersect_peaks,650721,651171,.,.,.,ipeak_1730,451,.,.,.,,PfDd2_080018300,PF3D7_0813100,.,487,-,PfDd2_080018400,PF3D7_0813200,.,-1155,-,2,R1-R3
PfDd2_08,annotation,intersect_peaks,651172,651608,.,.,.,ipeak_1731,437,.,.,.,,PfDd2_080018300,PF3D7_0813100,.,938,-,PfDd2_080018400,PF3D7_0813200,.,-718,-,1,R1
PfDd2_08,annotation,intersect_peaks,658030,658376,.,.,.,ipeak_1732,347,PfDd2_080018500,PF3D7_0813300,.,+,PfDd2_080018400,PF3D7_0813200,.,4306,-,PfDd2_080018600,PF3D7_0813400,.,-1062,-,1,R2
PfDd2_08,annotation,intersect_peaks,662266,662565,.,.,.,ipeak_1733,300,PfDd2_080018600,PF3D7_0813400,.,-,PfDd2_080018500,PF3D7_0813300,.,3699,+,PfDd2_080018700,PF3D7_0813500,.,-3944,-,1,R2
PfDd2_05,annotation,intersect_peaks,505231,505538,.,.,.,ipeak_848,308,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,17600,+,PfDd2_050016500,PF3D7_0511600,ARNP,-16681,-,1,R2
PfDd2_05,annotation,intersect_peaks,506881,507407,.,.,.,ipeak_849,527,PfDd2_050016400,PF3D7_0511500,.,+,PfDd2_050016300,PF3D7_0511400,.,19250,+,PfDd2_050016500,PF3D7_0511600,ARNP,-14812,-,1,R2
PfDd2_08,annotation,intersect_peaks,692532,692883,.,.,.,ipeak_1736,352,PfDd2_080019500,PF3D7_0814300,.,-,PfDd2_080019400,PF3D7_0814200,ALBA1,3414,+,PfDd2_080019600,PF3D7_0814400,.,-3360,-,1,R2
PfDd2_08,annotation,intersect_peaks,704368,704652,.,.,.,ipeak_1737,285,PfDd2_080019800,PF3D7_0814600,.,-,PfDd2_080019700,PF3D7_0814500,.,757,+,PfDd2_080019900,PF3D7_0814700,.,-2421,+,1,R2
PfDd2_11,annotation,intersect_peaks,1521472,1522291,.,.,.,ipeak_2894,820,PfDd2_110043300,PF3D7_1140400,.,+,PfDd2_110043200,PF3D7_1140300,.,918,+,PfDd2_110043400,PF3D7_1140500,MyoF,-1965,+,1,R1
PfDd2_11,annotation,intersect_peaks,1522292,1522458,.,.,.,ipeak_2895,167,PfDd2_110043300,PF3D7_1140400,.,+,PfDd2_110043200,PF3D7_1140300,.,1738,+,PfDd2_110043400,PF3D7_1140500,MyoF,-1798,+,2,R1-R2
PfDd2_11,annotation,intersect_peaks,1522459,1522597,.,.,.,ipeak_2896,139,PfDd2_110043300,PF3D7_1140400,.,+,PfDd2_110043200,PF3D7_1140300,.,1905,+,PfDd2_110043400,PF3D7_1140500,MyoF,-1659,+,1,R2
PfDd2_11,annotation,intersect_peaks,1540620,1541418,.,.,.,ipeak_2897,799,PfDd2_110043600,PF3D7_1140700,.,-,PfDd2_110043500,PF3D7_1140600,.,4592,-,PfDd2_110043700,PF3D7_1140800,.,-6385,+,1,R2
PfDd2_11,annotation,intersect_peaks,1520675,1520682,.,.,.,ipeak_2890,8,.,.,.,,PfDd2_110043200,PF3D7_1140300,.,121,+,PfDd2_110043300,PF3D7_1140400,.,-1467,+,3,R1-R2-R3
PfDd2_11,annotation,intersect_peaks,1520683,1521431,.,.,.,ipeak_2891,749,.,.,.,,PfDd2_110043200,PF3D7_1140300,.,129,+,PfDd2_110043300,PF3D7_1140400,.,-718,+,4,R1-R2-R3-R4
PfDd2_11,annotation,intersect_peaks,1521432,1521466,.,.,.,ipeak_2892,35,.,.,.,,PfDd2_110043200,PF3D7_1140300,.,878,+,PfDd2_110043300,PF3D7_1140400,.,-683,+,3,R1-R2-R3
PfDd2_11,annotation,intersect_peaks,1521467,1521471,.,.,.,ipeak_2893,5,.,.,.,,PfDd2_110043200,PF3D7_1140300,.,913,+,PfDd2_110043300,PF3D7_1140400,.,-678,+,2,R1-R2
PfDd2_09,annotation,intersect_peaks,1115034,1115288,.,.,.,ipeak_2077,255,.,.,.,,PfDd2_090032500,PF3D7_0927500,.,442,-,PfDd2_090032600,PF3D7_0927600,.,-1814,+,4,R1-R2-R3-R4
PfDd2_12,annotation,intersect_peaks,1826160,1826467,.,.,.,ipeak_3386,308,.,.,.,,PfDd2_120048800,PF3D7_1243500,SNF7,1737,-,PfDd2_120048900,PF3D7_1243600,.,-1323,+,4,R1-R2-R3-R4
PfDd2_12,annotation,intersect_peaks,1826086,1826159,.,.,.,ipeak_3385,74,.,.,.,,PfDd2_120048800,PF3D7_1243500,SNF7,1663,-,PfDd2_120048900,PF3D7_1243600,.,-1631,+,3,R1-R2-R4
PfDd2_12,annotation,intersect_peaks,1826085,1826085,.,.,.,ipeak_3384,1,.,.,.,,PfDd2_120048800,PF3D7_1243500,SNF7,1662,-,PfDd2_120048900,PF3D7_1243600,.,-1705,+,2,R1-R2
PfDd2_11,annotation,intersect_peaks,1549195,1550055,.,.,.,ipeak_2898,861,PfDd2_110043700,PF3D7_1140800,.,+,PfDd2_110043600,PF3D7_1140700,.,4916,-,PfDd2_110043800,PF3D7_1140900,.,-917,-,1,R2
PfDd2_11,annotation,intersect_peaks,1551301,1551632,.,.,.,ipeak_2899,332,PfDd2_110043800,PF3D7_1140900,.,-,PfDd2_110043700,PF3D7_1140800,.,1111,+,PfDd2_110043900,.,.,-7067,+,1,R2
PfDd2_12,annotation,intersect_peaks,1825081,1825412,.,.,.,ipeak_3381,332,.,.,.,,PfDd2_120048800,PF3D7_1243500,SNF7,658,-,PfDd2_120048900,PF3D7_1243600,.,-2378,+,1,R1
PfDd2_12,annotation,intersect_peaks,1793263,1793643,.,.,.,ipeak_3380,381,PfDd2_120047500,PF3D7_1242200,TGT,+,PfDd2_120047400,PF3D7_1242100,.,713,+,PfDd2_120047600,PF3D7_1242300,.,-1648,-,1,R2
PfDd2_11,annotation,intersect_peaks,622851,623406,.,.,.,ipeak_2711,556,.,.,.,,PfDd2_110021700,PF3D7_1118700,MLC-B,475,-,PfDd2_110021800,PF3D7_1118800,ARC40,-229,-,1,R1
PfDd2_11,annotation,intersect_peaks,249851,250106,.,.,.,ipeak_2637,256,.,.,.,,PfDd2_110011100,PF3D7_1107800,ApiAP2,4354,-,PfDd2_110011200,PF3D7_1107900,.,-3654,-,2,R1-R3
PfDd2_04,annotation,intersect_peaks,279302,279449,.,.,.,ipeak_557,148,.,.,.,,PfDd2_040011300,PF3D7_0405900,ASP,616,-,PfDd2_040011400,PF3D7_0406000,.,-1098,+,3,R1-R2-R4
PfDd2_14,annotation,intersect_peaks,1927781,1928067,.,.,.,ipeak_4439,287,PfDd2_140052200,PF3D7_1447800,.,+,PfDd2_140052100,PF3D7_1447700,.,3081,-,PfDd2_140052300,PF3D7_1447900,MDR2,-6348,-,1,R2
PfDd2_13,annotation,intersect_peaks,2921771,2922239,.,.,.,ipeak_4041,469,PfDd2_130078800,.,.,-,PfDd2_130078700,.,.,5698,+,PfDd2_130078900,.,.,-7025,+,1,R2
PfDd2_09,annotation,intersect_peaks,1114863,1114983,.,.,.,ipeak_2074,121,.,.,.,,PfDd2_090032500,PF3D7_0927500,.,271,-,PfDd2_090032600,PF3D7_0927600,.,-2119,+,1,R1
PfDd2_14,annotation,intersect_peaks,2430486,2430882,.,.,.,ipeak_4516,397,.,.,.,,PfDd2_140064300,PF3D7_1459900,.,454,-,PfDd2_140064400,PF3D7_1460000,.,-818,+,1,R1
PfDd2_MT,annotation,intersect_peaks,49,6054,.,.,.,ipeak_4676,6006,PfDd2_000011800,mal_mito_2,COX1,+,.,.,.,-1,,.,.,.,-1,,1,R4
PfDd2_14,annotation,intersect_peaks,3251368,3252122,.,.,.,ipeak_4674,755,PfDd2_140083600,.,.,+,PfDd2_140083300,PF3D7_1253700,RIF,10257,-,PfDd2_140083700,.,.,-2153,+,1,R2
PfDd2_14,annotation,intersect_peaks,1658901,1658947,.,.,.,ipeak_4390,47,PfDd2_140045600,PF3D7_1441200,.,+,PfDd2_140045500,PF3D7_1441100,.,4890,-,PfDd2_140045700,PF3D7_1441300,.,-2818,+,1,R2
PfDd2_14,annotation,intersect_peaks,3233236,3233839,.,.,.,ipeak_4672,604,PfDd2_140083100,.,.,+,PfDd2_140083000,PF3D7_1478800,.,10313,-,PfDd2_140083200,.,.,-2360,-,1,R2
PfDd2_14,annotation,intersect_peaks,2413921,2414286,.,.,.,ipeak_4515,366,.,.,.,,PfDd2_140063800,PF3D7_1459400,.,311,-,PfDd2_140063900,PF3D7_1459500,.,-1694,+,1,R1
PfDd2_13,annotation,intersect_peaks,2104329,2104651,.,.,.,ipeak_3899,323,PfDd2_130058300,PF3D7_1352500,.,-,PfDd2_130058200,PF3D7_1352400,.,1186,+,PfDd2_130058400,PF3D7_1352600,.,-2668,-,1,R2
PfDd2_14,annotation,intersect_peaks,3228649,3229060,.,.,.,ipeak_4671,412,.,.,.,,PfDd2_140083000,PF3D7_1478800,.,5726,-,PfDd2_140083100,.,.,-4088,+,1,R2
PfDd2_05,annotation,intersect_peaks,1096766,1097268,.,.,.,ipeak_938,503,PfDd2_050031400,PF3D7_0526500,.,+,PfDd2_050031300,PF3D7_0526400,.,2741,+,PfDd2_050031500,PF3D7_0526600,.,-8440,+,1,R2
PfDd2_05,annotation,intersect_peaks,1100896,1101285,.,.,.,ipeak_939,390,.,.,.,,PfDd2_050031400,PF3D7_0526500,.,1291,+,PfDd2_050031500,PF3D7_0526600,.,-4423,+,1,R5
PfDd2_13,annotation,intersect_peaks,915382,915888,.,.,.,ipeak_3634,507,PfDd2_130027600,PF3D7_1321700,SF1,+,PfDd2_130027500,PF3D7_1321600,PDEgamma,1739,+,PfDd2_130027700,PF3D7_1321800,.,-5149,+,1,R2
PfDd2_13,annotation,intersect_peaks,2923291,2923610,.,.,.,ipeak_4042,320,PfDd2_130078800,.,.,-,PfDd2_130078700,.,.,7218,+,PfDd2_130078900,.,.,-5654,+,1,R2
PfDd2_14,annotation,intersect_peaks,1879518,1879901,.,.,.,ipeak_4435,384,PfDd2_140050700,PF3D7_1446300,.,+,PfDd2_140050600,PF3D7_1446200,LAP,4965,-,PfDd2_140050800,PF3D7_1446400,pdhB,-2578,-,1,R2
PfDd2_05,annotation,intersect_peaks,1006375,1006668,.,.,.,ipeak_930,294,PfDd2_050028900,PF3D7_0524000,KASbeta,+,PfDd2_050028800,PF3D7_0523900,.,6864,-,PfDd2_050029000,PF3D7_0524100,.,-2481,+,1,R2
PfDd2_05,annotation,intersect_peaks,1011041,1011296,.,.,.,ipeak_931,256,PfDd2_050029000,PF3D7_0524100,.,+,PfDd2_050028900,PF3D7_0524000,KASbeta,4006,+,PfDd2_050029100,PF3D7_0524200,.,-2219,-,1,R2
PfDd2_05,annotation,intersect_peaks,1014852,1015459,.,.,.,ipeak_932,608,.,.,.,,PfDd2_050029100,PF3D7_0524200,.,575,-,PfDd2_050029200,PF3D7_0524300,.,-347,-,1,R1
PfDd2_05,annotation,intersect_peaks,1032435,1032691,.,.,.,ipeak_933,257,PfDd2_050029800,PF3D7_0524900,.,+,PfDd2_050029700,PF3D7_0524800,UFD1,3233,-,PfDd2_050029900,PF3D7_0525000,.,-8454,+,1,R5
PfDd2_05,annotation,intersect_peaks,1054355,1054879,.,.,.,ipeak_934,525,PfDd2_050030100,PF3D7_0525200,SMC6,+,PfDd2_050030000,PF3D7_0525100,ACS10,5692,+,PfDd2_050030200,PF3D7_0525300,.,-2490,-,1,R2
PfDd2_05,annotation,intersect_peaks,1056463,1056820,.,.,.,ipeak_935,358,.,.,.,,PfDd2_050030100,PF3D7_0525200,SMC6,295,+,PfDd2_050030200,PF3D7_0525300,.,-549,-,1,R5
PfDd2_05,annotation,intersect_peaks,1074392,1075169,.,.,.,ipeak_936,778,.,.,.,,PfDd2_050030600,PF3D7_0525700,.,511,+,PfDd2_050030700,PF3D7_0525800,IMC1g,-699,+,1,R1
PfDd2_05,annotation,intersect_peaks,1076240,1076756,.,.,.,ipeak_937,517,PfDd2_050030700,PF3D7_0525800,IMC1g,+,PfDd2_050030600,PF3D7_0525700,.,2359,+,PfDd2_050030800,PF3D7_0525900,NEK2,-1544,+,1,R2
PfDd2_03,annotation,intersect_peaks,776610,777088,.,.,.,ipeak_448,479,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,3809,-,PfDd2_030024200,PF3D7_0319100,RBX1,-4506,-,1,R2
PfDd2_03,annotation,intersect_peaks,778210,778613,.,.,.,ipeak_449,404,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,5409,-,PfDd2_030024200,PF3D7_0319100,RBX1,-2981,-,1,R2
PfDd2_14,annotation,intersect_peaks,1890354,1891548,.,.,.,ipeak_4437,1195,PfDd2_140050900,PF3D7_1446500,.,+,PfDd2_140050800,PF3D7_1446400,pdhB,6628,-,PfDd2_140051000,PF3D7_1446600,CEN2,-5254,-,1,R2
PfDd2_08,annotation,intersect_peaks,95323,95489,.,.,.,ipeak_1608,167,.,.,.,,PfDd2_080006500,PF3D7_0801000,.,9836,-,PfDd2_080006600,.,.,-558,-,1,R2
PfDd2_08,annotation,intersect_peaks,95490,96189,.,.,.,ipeak_1609,700,PfDd2_080006600,.,.,-,PfDd2_080006500,PF3D7_0801000,.,10003,-,PfDd2_080006700,PF3D7_0801300,WARP,-2965,-,2,R1-R2
PfDd2_03,annotation,intersect_peaks,730141,731134,.,.,.,ipeak_440,994,PfDd2_030023300,PF3D7_0318200,RPB1,+,PfDd2_030023200,.,.,5661,+,PfDd2_030023400,PF3D7_0318300,.,-4698,-,1,R2
PfDd2_03,annotation,intersect_peaks,731966,732286,.,.,.,ipeak_441,321,PfDd2_030023300,PF3D7_0318200,RPB1,+,PfDd2_030023200,.,.,7486,+,PfDd2_030023400,PF3D7_0318300,.,-3546,-,1,R2
PfDd2_03,annotation,intersect_peaks,749239,749672,.,.,.,ipeak_442,434,PfDd2_030023600,PF3D7_0318500,.,+,PfDd2_030023500,PF3D7_0318400,.,4402,-,PfDd2_030023700,PF3D7_0318600,.,-12766,-,1,R5
PfDd2_03,annotation,intersect_peaks,754605,754978,.,.,.,ipeak_443,374,PfDd2_030023600,PF3D7_0318500,.,+,PfDd2_030023500,PF3D7_0318400,.,9768,-,PfDd2_030023700,PF3D7_0318600,.,-7460,-,1,R2
PfDd2_03,annotation,intersect_peaks,755459,755915,.,.,.,ipeak_444,457,PfDd2_030023600,PF3D7_0318500,.,+,PfDd2_030023500,PF3D7_0318400,.,10622,-,PfDd2_030023700,PF3D7_0318600,.,-6523,-,1,R2
PfDd2_03,annotation,intersect_peaks,763908,764169,.,.,.,ipeak_445,262,PfDd2_030023700,PF3D7_0318600,.,-,PfDd2_030023600,PF3D7_0318500,.,1830,+,PfDd2_030023800,PF3D7_0318700,.,-3601,+,1,R2
PfDd2_03,annotation,intersect_peaks,764779,765112,.,.,.,ipeak_446,334,PfDd2_030023700,PF3D7_0318600,.,-,PfDd2_030023600,PF3D7_0318500,.,2701,+,PfDd2_030023800,PF3D7_0318700,.,-2658,+,1,R2
PfDd2_03,annotation,intersect_peaks,774912,775572,.,.,.,ipeak_447,661,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,2111,-,PfDd2_030024200,PF3D7_0319100,RBX1,-6022,-,1,R2
PfDd2_14,annotation,intersect_peaks,1865312,1865798,.,.,.,ipeak_4432,487,PfDd2_140050300,PF3D7_1445900,DDX5,+,PfDd2_140050200,PF3D7_1445800,.,3144,-,PfDd2_140050400,.,.,-3125,+,1,R2
PfDd2_14,annotation,intersect_peaks,21035,21398,.,.,.,ipeak_4048,364,PfDd2_140005500,.,.,+,PfDd2_140005400,PF3D7_1401000,GBPH,3570,-,PfDd2_140005600,PF3D7_1401100,.,-1550,-,1,R2
PfDd2_13,annotation,intersect_peaks,2527499,2527780,.,.,.,ipeak_3980,282,.,.,.,,PfDd2_130068400,PF3D7_1362600,.,5609,+,PfDd2_130068600,.,.,-5439,+,1,R2
