seqid,source,type,start,stop,score,strand,phase,name,length,overlap_id,overlap_ortho_id,overlap_name,overlap_strand,left_hand_id,left_hand_ortho,left_hand_name,left_hand_dist,left_hand_strand,right_hand_id,right_hand_ortho,right_hand_name,right_hand_dist,right_hand_strand,pbm_motifs,dreme_motifs,p-value,q-value
PfDd2_03,annotation,macs2_peak,412205,412205,40,.,.,ap2i_r2_gfp_peak_360c,1,PfDd2_030015200,PF3D7_0310200,.,+,PfDd2_030015100,PF3D7_0310100,CDPK3,7577,+,PfDd2_030015300,.,.,-9954,+,,,5.93392,4.06532
PfDd2_03,annotation,macs2_peak,412495,412495,36,.,.,ap2i_r2_gfp_peak_360d,1,PfDd2_030015200,PF3D7_0310200,.,+,PfDd2_030015100,PF3D7_0310100,CDPK3,7867,+,PfDd2_030015300,.,.,-9664,+,,,5.40467,3.65418
PfDd2_03,annotation,macs2_peak,413105,413105,20,.,.,ap2i_r2_gfp_peak_361,1,PfDd2_030015200,PF3D7_0310200,.,+,PfDd2_030015100,PF3D7_0310100,CDPK3,8477,+,PfDd2_030015300,.,.,-9054,+,,,3.26456,2.03949
PfDd2_03,annotation,macs2_peak,417225,417225,37,.,.,ap2i_r2_gfp_peak_363a,1,PfDd2_030015200,PF3D7_0310200,.,+,PfDd2_030015100,PF3D7_0310100,CDPK3,12597,+,PfDd2_030015300,.,.,-4934,+,,,5.52587,3.74440
PfDd2_03,annotation,macs2_peak,417564,417564,28,.,.,ap2i_r2_gfp_peak_363b,1,PfDd2_030015200,PF3D7_0310200,.,+,PfDd2_030015100,PF3D7_0310100,CDPK3,12936,+,PfDd2_030015300,.,.,-4595,+,,,4.32331,2.83253
PfDd2_03,annotation,macs2_peak,424412,424412,43,.,.,ap2i_r2_gfp_peak_364,1,PfDd2_030015300,.,.,+,PfDd2_030015200,PF3D7_0310200,.,3999,+,PfDd2_030015400,PF3D7_0310400,PIESP1,-2528,+,,,6.35721,4.38990
PfDd2_03,annotation,macs2_peak,435813,435813,23,.,.,ap2i_r2_gfp_peak_365,1,PfDd2_030015500,PF3D7_0310500,.,-,PfDd2_030015400,PF3D7_0310400,PIESP1,4998,+,PfDd2_030015600,PF3D7_0310600,EIF3K,-4751,-,,,3.72938,2.39017
PfDd2_03,annotation,macs2_peak,437329,437329,19,.,.,ap2i_r2_gfp_peak_366,1,PfDd2_030015500,PF3D7_0310500,.,-,PfDd2_030015400,PF3D7_0310400,PIESP1,6514,+,PfDd2_030015600,PF3D7_0310600,EIF3K,-3235,-,,,3.09254,1.90611
PfDd2_03,annotation,macs2_peak,456481,456481,32,.,.,ap2i_r2_gfp_peak_368,1,PfDd2_030016200,PF3D7_0311200,.,+,PfDd2_030016100,PF3D7_0311100,.,3898,-,PfDd2_030016300,PF3D7_0311300,.,-3476,-,,,4.89912,3.26729
PfDd2_03,annotation,macs2_peak,457889,457889,40,.,.,ap2i_r2_gfp_peak_369,1,PfDd2_030016200,PF3D7_0311200,.,+,PfDd2_030016100,PF3D7_0311100,.,5306,-,PfDd2_030016300,PF3D7_0311300,.,-2068,-,,,5.96951,4.08287
PfDd2_03,annotation,macs2_peak,461790,461790,18,.,.,ap2i_r2_gfp_peak_370a,1,PfDd2_030016300,PF3D7_0311300,.,-,PfDd2_030016200,PF3D7_0311200,.,2848,+,PfDd2_030016400,PF3D7_0311400,.,-6848,+,,,3.04134,1.87443
PfDd2_03,annotation,macs2_peak,462032,462032,43,.,.,ap2i_r2_gfp_peak_370b,1,PfDd2_030016300,PF3D7_0311300,.,-,PfDd2_030016200,PF3D7_0311200,.,3090,+,PfDd2_030016400,PF3D7_0311400,.,-6606,+,,,6.26817,4.32658
PfDd2_03,annotation,macs2_peak,472560,472560,16,.,.,ap2i_r2_gfp_peak_374a,1,PfDd2_030016400,PF3D7_0311400,.,+,PfDd2_030016300,PF3D7_0311300,.,9258,-,PfDd2_030016500,PF3D7_0311500,.,-4369,-,,,2.67279,1.60141
PfDd2_03,annotation,macs2_peak,473108,473108,30,.,.,ap2i_r2_gfp_peak_374b,1,PfDd2_030016400,PF3D7_0311400,.,+,PfDd2_030016300,PF3D7_0311300,.,9806,-,PfDd2_030016500,PF3D7_0311500,.,-3821,-,,,4.57571,3.02396
PfDd2_03,annotation,macs2_peak,474010,474010,41,.,.,ap2i_r2_gfp_peak_375,1,PfDd2_030016400,PF3D7_0311400,.,+,PfDd2_030016300,PF3D7_0311300,.,10708,-,PfDd2_030016500,PF3D7_0311500,.,-2919,-,,,6.01087,4.11797
PfDd2_03,annotation,macs2_peak,474595,474595,42,.,.,ap2i_r2_gfp_peak_376,1,PfDd2_030016400,PF3D7_0311400,.,+,PfDd2_030016300,PF3D7_0311300,.,11293,-,PfDd2_030016500,PF3D7_0311500,.,-2334,-,,,6.15422,4.22825
PfDd2_03,annotation,macs2_peak,480170,480170,13,.,.,ap2i_r2_gfp_peak_377a,1,PfDd2_030016600,PF3D7_0311600,.,+,PfDd2_030016500,PF3D7_0311500,.,2996,-,PfDd2_030016700,PF3D7_0311700,.,-2332,+,,,2.39377,1.39148
PfDd2_03,annotation,macs2_peak,480539,480539,31,.,.,ap2i_r2_gfp_peak_377b,1,PfDd2_030016600,PF3D7_0311600,.,+,PfDd2_030016500,PF3D7_0311500,.,3365,-,PfDd2_030016700,PF3D7_0311700,.,-1963,+,,,4.69251,3.10834
PfDd2_03,annotation,macs2_peak,493673,493673,23,.,.,ap2i_r2_gfp_peak_378,1,PfDd2_030017100,PF3D7_0312100,.,+,PfDd2_030017000,PF3D7_0312000,.,899,+,PfDd2_030017200,PF3D7_0312200,.,-2871,-,,,3.68580,2.35470
PfDd2_03,annotation,macs2_peak,495188,495188,16,.,.,ap2i_r2_gfp_peak_379,1,PfDd2_030017100,PF3D7_0312100,.,+,PfDd2_030017000,PF3D7_0312000,.,2414,+,PfDd2_030017200,PF3D7_0312200,.,-1356,-,,,2.71578,1.62758
PfDd2_03,annotation,macs2_peak,495925,495925,67,.,.,ap2i_r2_gfp_peak_380,1,PfDd2_030017100,PF3D7_0312100,.,+,PfDd2_030017000,PF3D7_0312000,.,3151,+,PfDd2_030017200,PF3D7_0312200,.,-619,-,,,9.18169,6.74362
PfDd2_03,annotation,macs2_peak,498482,498482,28,.,.,ap2i_r2_gfp_peak_381a,1,PfDd2_030017200,PF3D7_0312200,.,-,PfDd2_030017100,PF3D7_0312100,.,2435,+,PfDd2_030017300,PF3D7_0312300,RPN12,-3177,+,,,4.29412,2.81363
PfDd2_03,annotation,macs2_peak,499071,499071,42,.,.,ap2i_r2_gfp_peak_381b,1,PfDd2_030017200,PF3D7_0312200,.,-,PfDd2_030017100,PF3D7_0312100,.,3024,+,PfDd2_030017300,PF3D7_0312300,RPN12,-2588,+,,,6.15422,4.22825
PfDd2_03,annotation,macs2_peak,499425,499425,24,.,.,ap2i_r2_gfp_peak_381c,1,PfDd2_030017200,PF3D7_0312200,.,-,PfDd2_030017100,PF3D7_0312100,.,3378,+,PfDd2_030017300,PF3D7_0312300,RPN12,-2234,+,,,3.82412,2.45837
PfDd2_03,annotation,macs2_peak,509526,509526,13,.,.,ap2i_r2_gfp_peak_382a,1,PfDd2_030017500,PF3D7_0312500,.,+,PfDd2_030017400,PF3D7_0312400,GSK3,3381,-,PfDd2_030017600,.,.,-1379,+,,,2.38308,1.38287
PfDd2_03,annotation,macs2_peak,509822,509822,40,.,.,ap2i_r2_gfp_peak_382b,1,PfDd2_030017500,PF3D7_0312500,.,+,PfDd2_030017400,PF3D7_0312400,GSK3,3677,-,PfDd2_030017600,.,.,-1083,+,,,5.89758,4.03519
PfDd2_03,annotation,macs2_peak,516461,516461,30,.,.,ap2i_r2_gfp_peak_383,1,PfDd2_030017900,.,.,+,PfDd2_030017800,PF3D7_0312800,.,1572,+,PfDd2_030018000,PF3D7_0313000,.,-801,-,,,4.63608,3.06230
PfDd2_03,annotation,macs2_peak,520598,520598,13,.,.,ap2i_r2_gfp_peak_384a,1,PfDd2_030018100,PF3D7_0313100,HRD3,+,PfDd2_030018000,PF3D7_0313000,.,2157,-,PfDd2_030018200,PF3D7_0313200,.,-2303,-,,,2.36766,1.37193
PfDd2_03,annotation,macs2_peak,520735,520735,26,.,.,ap2i_r2_gfp_peak_384b,1,PfDd2_030018100,PF3D7_0313100,HRD3,+,PfDd2_030018000,PF3D7_0313000,.,2294,-,PfDd2_030018200,PF3D7_0313200,.,-2166,-,,,4.14241,2.69924
PfDd2_03,annotation,macs2_peak,521491,521491,49,.,.,ap2i_r2_gfp_peak_385,1,PfDd2_030018100,PF3D7_0313100,HRD3,+,PfDd2_030018000,PF3D7_0313000,.,3050,-,PfDd2_030018200,PF3D7_0313200,.,-1410,-,,,7.03409,4.93977
PfDd2_03,annotation,macs2_peak,526742,526742,25,.,.,ap2i_r2_gfp_peak_386,1,PfDd2_030018400,PF3D7_0313400,.,-,PfDd2_030018300,PF3D7_0313300,.,1884,-,PfDd2_030018500,PF3D7_0313500,.,-1656,+,,,3.98946,2.58375
PfDd2_03,annotation,macs2_peak,532173,532173,25,.,.,ap2i_r2_gfp_peak_387,1,PfDd2_030018600,PF3D7_0313600,.,-,PfDd2_030018500,PF3D7_0313500,.,1022,+,PfDd2_030018700,PF3D7_0313700,.,-2617,-,,,3.89041,2.50240
PfDd2_03,annotation,macs2_peak,544012,544012,14,.,.,ap2i_r2_gfp_peak_390,1,PfDd2_030018900,PF3D7_0313900,.,-,PfDd2_030018800,PF3D7_0313800,.,1971,+,PfDd2_030019000,PF3D7_0314000,P23,-3108,+,,,2.47474,1.45436
PfDd2_03,annotation,macs2_peak,548355,548355,25,.,.,ap2i_r2_gfp_peak_391,1,PfDd2_030019000,PF3D7_0314000,P23,+,PfDd2_030018900,PF3D7_0313900,.,2810,-,PfDd2_030019100,PF3D7_0314100,.,-800,-,,,3.89390,2.50553
PfDd2_03,annotation,macs2_peak,555619,555619,29,.,.,ap2i_r2_gfp_peak_392,1,PfDd2_030019200,PF3D7_0314200,.,-,PfDd2_030019100,PF3D7_0314100,.,4717,-,PfDd2_030019300,PF3D7_0314300,Der1-2,-1157,-,,,4.47366,2.94638
PfDd2_03,annotation,macs2_peak,559647,559647,41,.,.,ap2i_r2_gfp_peak_393,1,PfDd2_030019400,PF3D7_0314400,PPP6,-,PfDd2_030019300,PF3D7_0314300,Der1-2,1513,-,PfDd2_030019500,PF3D7_0314500,.,-4284,+,,,6.09802,4.19331
PfDd2_03,annotation,macs2_peak,600431,600431,57,.,.,ap2i_r2_gfp_peak_398,1,PfDd2_030020200,PF3D7_0315200,CTRP,+,PfDd2_030020100,PF3D7_0315100,eIF4E,7494,-,PfDd2_030020300,PF3D7_0315300,.,-2525,+,,,8.03109,5.75665
PfDd2_03,annotation,macs2_peak,618066,618066,62,.,.,ap2i_r2_gfp_peak_400,1,PfDd2_030020700,PF3D7_0315700,.,+,PfDd2_030020600,PF3D7_0315600,.,1003,+,PfDd2_030020800,PF3D7_0315800,.,-3041,-,,,8.55927,6.20439
PfDd2_03,annotation,macs2_peak,619322,619322,35,.,.,ap2i_r2_gfp_peak_401,1,PfDd2_030020700,PF3D7_0315700,.,+,PfDd2_030020600,PF3D7_0315600,.,2259,+,PfDd2_030020800,PF3D7_0315800,.,-1785,-,,,5.23305,3.52317
PfDd2_03,annotation,macs2_peak,644093,644093,21,.,.,ap2i_r2_gfp_peak_402,1,PfDd2_030021400,PF3D7_0316400,.,-,PfDd2_030021300,PF3D7_0316300,.,2938,+,PfDd2_030021500,PF3D7_0316500,NUF2,-2329,+,,,3.38923,2.13192
PfDd2_03,annotation,macs2_peak,647374,647374,32,.,.,ap2i_r2_gfp_peak_403,1,PfDd2_030021500,PF3D7_0316500,NUF2,+,PfDd2_030021400,PF3D7_0316400,.,2750,-,PfDd2_030021600,PF3D7_0316600,FNT,-1364,-,,,4.95107,3.29940
PfDd2_03,annotation,macs2_peak,672117,672117,21,.,.,ap2i_r2_gfp_peak_404,1,PfDd2_030022200,PF3D7_0317200,CRK4,-,PfDd2_030022100,PF3D7_0317100,B9,3382,+,PfDd2_030022300,.,.,-3177,+,,,3.38923,2.13192
PfDd2_03,annotation,macs2_peak,676165,676165,64,.,.,ap2i_r2_gfp_peak_405,1,.,.,.,,PfDd2_030022300,.,.,623,+,PfDd2_030022400,PF3D7_0317300,.,-2668,-,,,8.86454,6.46206
PfDd2_03,annotation,macs2_peak,677582,677582,171,.,.,ap2i_r2_gfp_peak_406,1,.,.,.,,PfDd2_030022300,.,.,2040,+,PfDd2_030022400,PF3D7_0317300,.,-1251,-,,,20.02772,17.13611
PfDd2_03,annotation,macs2_peak,684396,684396,81,.,.,ap2i_r2_gfp_peak_407,1,PfDd2_030022400,PF3D7_0317300,.,-,PfDd2_030022300,.,.,8854,+,PfDd2_030022500,PF3D7_0317400,.,-7166,-,,,10.70582,8.10962
PfDd2_03,annotation,macs2_peak,692320,692320,28,.,.,ap2i_r2_gfp_peak_408,1,PfDd2_030022500,PF3D7_0317400,.,-,PfDd2_030022400,PF3D7_0317300,.,3279,-,PfDd2_030022600,PF3D7_0317500,EG5,-3581,-,,,4.34888,2.84757
PfDd2_03,annotation,macs2_peak,697176,697176,59,.,.,ap2i_r2_gfp_peak_409,1,PfDd2_030022600,PF3D7_0317500,EG5,-,PfDd2_030022500,PF3D7_0317400,.,3755,-,PfDd2_030022700,PF3D7_0317600,RPS11,-7196,+,,,8.24145,5.92786
PfDd2_03,annotation,macs2_peak,698422,698422,26,.,.,ap2i_r2_gfp_peak_410,1,PfDd2_030022600,PF3D7_0317500,EG5,-,PfDd2_030022500,PF3D7_0317400,.,5001,-,PfDd2_030022700,PF3D7_0317600,RPS11,-5950,+,,,4.03438,2.61083
PfDd2_03,annotation,macs2_peak,699329,699329,42,.,.,ap2i_r2_gfp_peak_411,1,PfDd2_030022600,PF3D7_0317500,EG5,-,PfDd2_030022500,PF3D7_0317400,.,5908,-,PfDd2_030022700,PF3D7_0317600,RPS11,-5043,+,,,6.12417,4.21452
PfDd2_03,annotation,macs2_peak,708783,708783,31,.,.,ap2i_r2_gfp_peak_412a,1,.,.,.,,PfDd2_030022700,PF3D7_0317600,RPS11,3257,+,PfDd2_030022900,.,.,-8908,-,,,4.72877,3.13887
PfDd2_03,annotation,macs2_peak,709193,709193,33,.,.,ap2i_r2_gfp_peak_412b,1,.,.,.,,PfDd2_030022700,PF3D7_0317600,RPS11,3667,+,PfDd2_030022900,.,.,-8498,-,,,4.97434,3.31855
PfDd2_03,annotation,macs2_peak,710125,710125,27,.,.,ap2i_r2_gfp_peak_413,1,.,.,.,,PfDd2_030022700,PF3D7_0317600,RPS11,4599,+,PfDd2_030022900,.,.,-7566,-,,,4.18092,2.72040
PfDd2_03,annotation,macs2_peak,718046,718046,18,.,.,ap2i_r2_gfp_peak_415,1,PfDd2_030022900,.,.,-,PfDd2_030022700,PF3D7_0317600,RPS11,12520,+,PfDd2_030023000,.,.,-867,+,,,2.94201,1.80313
PfDd2_03,annotation,macs2_peak,723717,723717,31,.,.,ap2i_r2_gfp_peak_417,1,PfDd2_030023200,.,.,+,PfDd2_030023100,.,.,1454,+,PfDd2_030023300,PF3D7_0318200,RPB1,-4126,+,,,4.78351,3.17931
PfDd2_03,annotation,macs2_peak,724151,724151,45,.,.,ap2i_r2_gfp_peak_418,1,PfDd2_030023200,.,.,+,PfDd2_030023100,.,.,1888,+,PfDd2_030023300,PF3D7_0318200,RPB1,-3692,+,,,6.54028,4.53435
PfDd2_03,annotation,macs2_peak,730301,730301,40,.,.,ap2i_r2_gfp_peak_421a,1,PfDd2_030023300,PF3D7_0318200,RPB1,+,PfDd2_030023200,.,.,5821,+,PfDd2_030023400,PF3D7_0318300,.,-5531,-,,,5.92821,4.06085
PfDd2_03,annotation,macs2_peak,730863,730863,20,.,.,ap2i_r2_gfp_peak_421b,1,PfDd2_030023300,PF3D7_0318200,RPB1,+,PfDd2_030023200,.,.,6383,+,PfDd2_030023400,PF3D7_0318300,.,-4969,-,,,3.29094,2.06039
PfDd2_03,annotation,macs2_peak,732097,732097,55,.,.,ap2i_r2_gfp_peak_422,1,PfDd2_030023300,PF3D7_0318200,RPB1,+,PfDd2_030023200,.,.,7617,+,PfDd2_030023400,PF3D7_0318300,.,-3735,-,,,7.83765,5.58963
PfDd2_03,annotation,macs2_peak,754812,754812,64,.,.,ap2i_r2_gfp_peak_426,1,PfDd2_030023600,PF3D7_0318500,.,+,PfDd2_030023500,PF3D7_0318400,.,9975,-,PfDd2_030023700,PF3D7_0318600,.,-7626,-,,,8.90196,6.49668
PfDd2_03,annotation,macs2_peak,755596,755596,46,.,.,ap2i_r2_gfp_peak_427,1,PfDd2_030023600,PF3D7_0318500,.,+,PfDd2_030023500,PF3D7_0318400,.,10759,-,PfDd2_030023700,PF3D7_0318600,.,-6842,-,,,6.66127,4.64056
PfDd2_03,annotation,macs2_peak,764043,764043,24,.,.,ap2i_r2_gfp_peak_428,1,PfDd2_030023700,PF3D7_0318600,.,-,PfDd2_030023600,PF3D7_0318500,.,1965,+,PfDd2_030023800,PF3D7_0318700,.,-3727,+,,,3.76411,2.40893
PfDd2_03,annotation,macs2_peak,764901,764901,41,.,.,ap2i_r2_gfp_peak_429,1,PfDd2_030023700,PF3D7_0318600,.,-,PfDd2_030023600,PF3D7_0318500,.,2823,+,PfDd2_030023800,PF3D7_0318700,.,-2869,+,,,5.99027,4.10061
PfDd2_03,annotation,macs2_peak,775021,775021,18,.,.,ap2i_r2_gfp_peak_430a,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,2220,-,PfDd2_030024200,PF3D7_0319100,RBX1,-6573,-,,,3.07287,1.89869
PfDd2_03,annotation,macs2_peak,775226,775226,26,.,.,ap2i_r2_gfp_peak_430b,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,2425,-,PfDd2_030024200,PF3D7_0319100,RBX1,-6368,-,,,4.02395,2.61083
PfDd2_03,annotation,macs2_peak,776869,776869,35,.,.,ap2i_r2_gfp_peak_431,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,4068,-,PfDd2_030024200,PF3D7_0319100,RBX1,-4725,-,,,5.23356,3.52335
PfDd2_03,annotation,macs2_peak,778420,778420,33,.,.,ap2i_r2_gfp_peak_432,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,5619,-,PfDd2_030024200,PF3D7_0319100,RBX1,-3174,-,,,5.03248,3.36672
PfDd2_03,annotation,macs2_peak,779252,779252,34,.,.,ap2i_r2_gfp_peak_433,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,6451,-,PfDd2_030024200,PF3D7_0319100,RBX1,-2342,-,,,5.09079,3.41526
PfDd2_03,annotation,macs2_peak,779894,779894,36,.,.,ap2i_r2_gfp_peak_434,1,PfDd2_030024100,PF3D7_0319000,ATPase7,+,PfDd2_030024000,PF3D7_0318900,.,7093,-,PfDd2_030024200,PF3D7_0319100,RBX1,-1700,-,,,5.41385,3.66244
PfDd2_03,annotation,macs2_peak,786774,786774,20,.,.,ap2i_r2_gfp_peak_435,1,PfDd2_030024400,PF3D7_0319300,.,+,PfDd2_030024300,PF3D7_0319200,.,1143,-,PfDd2_030024500,PF3D7_0319400,.,-2580,+,,,3.34210,2.09248
PfDd2_03,annotation,macs2_peak,802545,802545,16,.,.,ap2i_r2_gfp_peak_437a,1,PfDd2_030024800,PF3D7_0319700,ABCI3,+,PfDd2_030024700,PF3D7_0319600,.,4726,+,PfDd2_030024900,PF3D7_0319800,.,-7587,-,,,2.78003,1.67972
PfDd2_03,annotation,macs2_peak,802723,802723,26,.,.,ap2i_r2_gfp_peak_437b,1,PfDd2_030024800,PF3D7_0319700,ABCI3,+,PfDd2_030024700,PF3D7_0319600,.,4904,+,PfDd2_030024900,PF3D7_0319800,.,-7409,-,,,4.10201,2.66613
PfDd2_03,annotation,macs2_peak,806883,806883,35,.,.,ap2i_r2_gfp_peak_438,1,PfDd2_030024800,PF3D7_0319700,ABCI3,+,PfDd2_030024700,PF3D7_0319600,.,9064,+,PfDd2_030024900,PF3D7_0319800,.,-3249,-,,,5.28824,3.55627
PfDd2_03,annotation,macs2_peak,822478,822478,22,.,.,ap2i_r2_gfp_peak_439a,1,PfDd2_030025300,PF3D7_0320200,.,+,PfDd2_030025200,PF3D7_0320100,SEC22,1772,+,PfDd2_030025400,PF3D7_0320300,CCT5,-2139,+,,,3.54794,2.25174
PfDd2_03,annotation,macs2_peak,822785,822785,17,.,.,ap2i_r2_gfp_peak_439b,1,PfDd2_030025300,PF3D7_0320200,.,+,PfDd2_030025200,PF3D7_0320100,SEC22,2079,+,PfDd2_030025400,PF3D7_0320300,CCT5,-1832,+,,,2.83563,1.71632
PfDd2_03,annotation,macs2_peak,824984,824984,30,.,.,ap2i_r2_gfp_peak_440,1,PfDd2_030025400,PF3D7_0320300,CCT5,+,PfDd2_030025300,PF3D7_0320200,.,1780,+,PfDd2_030025500,PF3D7_0320400,Cap380,-2157,-,,,4.60426,3.04740
PfDd2_03,annotation,macs2_peak,825565,825565,84,.,.,ap2i_r2_gfp_peak_441,1,PfDd2_030025400,PF3D7_0320300,CCT5,+,PfDd2_030025300,PF3D7_0320200,.,2361,+,PfDd2_030025500,PF3D7_0320400,Cap380,-1576,-,,,11.05156,8.43279
PfDd2_03,annotation,macs2_peak,830986,830986,20,.,.,ap2i_r2_gfp_peak_443,1,PfDd2_030025500,PF3D7_0320400,Cap380,-,PfDd2_030025400,PF3D7_0320300,CCT5,4762,+,PfDd2_030025600,PF3D7_0320500,Nico,-8721,+,,,3.24141,2.01937
PfDd2_03,annotation,macs2_peak,833203,833203,13,.,.,ap2i_r2_gfp_peak_445a,1,PfDd2_030025500,PF3D7_0320400,Cap380,-,PfDd2_030025400,PF3D7_0320300,CCT5,6979,+,PfDd2_030025600,PF3D7_0320500,Nico,-6504,+,,,2.32737,1.34532
PfDd2_03,annotation,macs2_peak,833366,833366,14,.,.,ap2i_r2_gfp_peak_445b,1,PfDd2_030025500,PF3D7_0320400,Cap380,-,PfDd2_030025400,PF3D7_0320300,CCT5,7142,+,PfDd2_030025600,PF3D7_0320500,Nico,-6341,+,,,2.49334,1.46431
PfDd2_03,annotation,macs2_peak,833470,833470,28,.,.,ap2i_r2_gfp_peak_445c,1,PfDd2_030025500,PF3D7_0320400,Cap380,-,PfDd2_030025400,PF3D7_0320300,CCT5,7246,+,PfDd2_030025600,PF3D7_0320500,Nico,-6237,+,,,4.37513,2.86925
PfDd2_03,annotation,macs2_peak,836210,836210,25,.,.,ap2i_r2_gfp_peak_446,1,PfDd2_030025500,PF3D7_0320400,Cap380,-,PfDd2_030025400,PF3D7_0320300,CCT5,9986,+,PfDd2_030025600,PF3D7_0320500,Nico,-3497,+,,,3.88939,2.50240
PfDd2_03,annotation,macs2_peak,846026,846026,19,.,.,ap2i_r2_gfp_peak_447,1,.,.,.,,PfDd2_030025800,PF3D7_0320700,SPC2,666,+,PfDd2_030025900,PF3D7_0320800,DOZI,-3683,+,,,3.20996,1.99510
PfDd2_03,annotation,macs2_peak,850730,850730,22,.,.,ap2i_r2_gfp_peak_448,1,PfDd2_030025900,PF3D7_0320800,DOZI,+,PfDd2_030025800,PF3D7_0320700,SPC2,5370,+,PfDd2_030026000,PF3D7_0320900,H2A.Z,-3354,+,,,3.52158,2.22988
PfDd2_03,annotation,macs2_peak,852979,852979,199,.,.,ap2i_r2_gfp_peak_449,1,.,.,.,,PfDd2_030025900,PF3D7_0320800,DOZI,1733,+,PfDd2_030026000,PF3D7_0320900,H2A.Z,-1105,+,,,22.86753,19.92026
PfDd2_03,annotation,macs2_peak,876723,876723,21,.,.,ap2i_r2_gfp_peak_450a,1,PfDd2_030026600,PF3D7_0321500,.,-,PfDd2_030026500,PF3D7_0321400,.,1922,+,PfDd2_030026700,PF3D7_0321600,.,-2677,+,,,3.37728,2.12066
PfDd2_03,annotation,macs2_peak,877181,877181,24,.,.,ap2i_r2_gfp_peak_450b,1,PfDd2_030026600,PF3D7_0321500,.,-,PfDd2_030026500,PF3D7_0321400,.,2380,+,PfDd2_030026700,PF3D7_0321600,.,-2219,+,,,3.83526,2.46761
PfDd2_03,annotation,macs2_peak,885275,885275,19,.,.,ap2i_r2_gfp_peak_451,1,PfDd2_030026800,PF3D7_0321700,.,-,PfDd2_030026700,PF3D7_0321600,.,3362,+,PfDd2_030026900,PF3D7_0321800,.,-6046,+,,,3.21685,1.99880
PfDd2_03,annotation,macs2_peak,893121,893121,18,.,.,ap2i_r2_gfp_peak_453,1,PfDd2_030026900,PF3D7_0321800,.,+,PfDd2_030026800,PF3D7_0321700,.,4603,-,PfDd2_030027000,PF3D7_0321900,CARL,-8151,+,,,2.99255,1.83482
PfDd2_03,annotation,macs2_peak,896497,896497,25,.,.,ap2i_r2_gfp_peak_454,1,PfDd2_030026900,PF3D7_0321800,.,+,PfDd2_030026800,PF3D7_0321700,.,7979,-,PfDd2_030027000,PF3D7_0321900,CARL,-4775,+,,,3.92171,2.52810
PfDd2_03,annotation,macs2_peak,903126,903126,30,.,.,ap2i_r2_gfp_peak_455,1,PfDd2_030027000,PF3D7_0321900,CARL,+,PfDd2_030026900,PF3D7_0321800,.,3757,+,PfDd2_030027100,PF3D7_0322000,CYP19A,-3789,-,,,4.59850,3.04223
PfDd2_03,annotation,macs2_peak,909196,909196,37,.,.,ap2i_r2_gfp_peak_456a,1,PfDd2_030027200,PF3D7_0322100,Prt1,-,PfDd2_030027100,PF3D7_0322000,CYP19A,1766,-,PfDd2_030027300,PF3D7_0322200,.,-2289,-,,,5.57015,3.78139
PfDd2_03,annotation,macs2_peak,909502,909502,22,.,.,ap2i_r2_gfp_peak_456b,1,PfDd2_030027200,PF3D7_0322100,Prt1,-,PfDd2_030027100,PF3D7_0322000,CYP19A,2072,-,PfDd2_030027300,PF3D7_0322200,.,-1983,-,,,3.50137,2.21308
PfDd2_03,annotation,macs2_peak,916976,916976,21,.,.,ap2i_r2_gfp_peak_458,1,PfDd2_030027400,PF3D7_0322300,DGAT,-,PfDd2_030027300,PF3D7_0322200,.,1695,-,PfDd2_030027600,PF3D7_0322500,IscA2,-6826,-,,,3.36713,2.11297
PfDd2_03,annotation,macs2_peak,921370,921370,22,.,.,ap2i_r2_gfp_peak_459,1,.,.,.,,PfDd2_030027400,PF3D7_0322300,DGAT,2907,-,PfDd2_030027600,PF3D7_0322500,IscA2,-2432,-,,,3.55847,2.26009
PfDd2_03,annotation,macs2_peak,937850,937850,43,.,.,ap2i_r2_gfp_peak_460,1,PfDd2_030027800,PF3D7_0322700,.,-,PfDd2_030027700,PF3D7_0322600,.,7068,+,PfDd2_030027900,PF3D7_0322800,.,-4226,+,,,6.28289,4.33884
PfDd2_03,annotation,macs2_peak,950161,950161,69,.,.,ap2i_r2_gfp_peak_461,1,PfDd2_030028200,PF3D7_0323100,.,+,PfDd2_030028100,PF3D7_0323000,.,2970,-,PfDd2_030028300,PF3D7_0323200,.,-4683,+,,,9.43794,6.97041
PfDd2_03,annotation,macs2_peak,951235,951235,36,.,.,ap2i_r2_gfp_peak_462,1,PfDd2_030028200,PF3D7_0323100,.,+,PfDd2_030028100,PF3D7_0323000,.,4044,-,PfDd2_030028300,PF3D7_0323200,.,-3609,+,,,5.40576,3.65494
PfDd2_03,annotation,macs2_peak,970711,970711,15,.,.,ap2i_r2_gfp_peak_463,1,PfDd2_030028800,PF3D7_0323700,SART1,-,PfDd2_030028700,PF3D7_0323600,.,1742,+,PfDd2_030028900,PF3D7_0323800,.,-6032,+,,,2.65796,1.58900
